episode,seed,policy,steps,final_mrr,final_cash,final_cac,final_ltv,final_ltv_cac,final_headcount,final_valuation_multiple,final_unemployment,final_innovation_factor,depression_months,cause,total_reward,avg_rule_40,pct_above_40,oracle_refresh_requests,cadence_refreshes,event_refreshes,cache_hits,llm_calls,scenario_id,scenario_label,post_shock_avg_rule40
47,47,oracle_v1,120,239123.71116557906,21695213.730733372,259.0266284651614,535.1441658432237,2.065981281593215,69,0.992629752524676,33.0,0.3171076052920386,68,Time Limit,-1525.4644106105893,-82.7133484050443,0.0,27,11,15,1,26,oracle_v1,Oracle v1,-42.61475921613847
48,48,oracle_v1,120,5625642.396151805,178840606.17415592,438.7552901617974,739.8609443374885,1.686272418651987,82,2.1407421227520036,17.5,0.458068486517175,78,Time Limit,-1221.7800525167331,-28.34164515020038,0.0,26,11,14,3,23,oracle_v1,Oracle v1,-30.14286494799475
49,49,oracle_v1,120,4163750.5563940364,131219492.79015674,772.7199037536028,864.9892579753545,1.1194085382989871,79,1.128471412193194,22.0,0.43804772564810857,72,Time Limit,-1386.5473543974233,-32.366215211569944,0.0,25,11,13,2,23,oracle_v1,Oracle v1,-33.414963991364374
0,0,oracle_v3,120,16972.43682327905,43299568.2048526,126.93697146166711,144.6563586688308,1.139592011713582,63,0.7545852694965045,18.5,0.3400763324991466,49,Time Limit,-1547.4540465558164,-269.55907706147536,0.0,40,11,28,1,39,oracle_v3,Oracle v3,-32.69036959727408
1,1,oracle_v3,120,1104975.6393187358,66888514.94236317,537.5431626413665,1119.3983373368912,2.0824343329685733,70,1.2136125553903807,24.5,0.3507853649540738,74,Time Limit,-1509.7514639518947,-43.82272790976049,0.0,32,11,20,0,32,oracle_v3,Oracle v3,-33.39227746248011
2,2,oracle_v3,120,1859574.390101012,90931221.42973018,421.6712927008936,1088.0175854672202,2.580250551319816,65,1.767365396068711,34.0,0.38608573933283513,93,Time Limit,-1633.2807819051802,-35.15943564749971,0.0,24,11,12,0,24,oracle_v3,Oracle v3,-33.27712835043875
3,3,oracle_v3,120,291468.76194275793,44652095.88748866,137.33953446923832,385.8227306630732,2.8092619663676723,64,0.5561222371462791,29.5,0.32074540897075127,102,Time Limit,-1766.2236889430867,-58.770557883379844,0.0,42,11,30,1,41,oracle_v3,Oracle v3,-41.803949547503805
4,4,oracle_v3,120,9640823.498048287,263739800.08804023,522.362751252183,594.7352726185948,1.138548396096245,90,1.0229757167841267,24.5,0.48246674132998474,72,Time Limit,-1161.5712653095566,-23.12953703854887,0.0,29,11,17,0,29,oracle_v3,Oracle v3,-26.005283375022792
5,5,oracle_v3,120,662239.1698629671,61404376.92058889,205.774874340266,413.85406825831876,2.011198255302911,67,0.848352504862432,38.0,0.32822576295347705,91,Time Limit,-1624.5690469152828,-44.85248230605676,0.0,30,11,18,0,30,oracle_v3,Oracle v3,-37.308413873012796
6,6,oracle_v3,120,34583.76522994982,36876602.69648327,47.08834704011266,100.87092400261777,2.1421631962721035,60,1.1097674951210392,23.0,0.32083316772851167,79,Time Limit,-1747.2075436311168,-169.64364743149352,0.0,43,11,31,0,43,oracle_v3,Oracle v3,-33.856801918018654
7,7,oracle_v3,120,2267711.081820721,63809719.50109344,584.190366990672,583.8247686171334,0.9993741793870687,97,1.1294695404185615,21.0,0.39437248225889193,96,Time Limit,-1441.1302712321099,-48.27516778503515,0.0,27,11,15,0,27,oracle_v3,Oracle v3,-48.168378307355994
8,8,oracle_v3,120,259456.74773423333,24246227.66736426,105.92797640293374,351.86545621960136,3.3217424533926643,77,0.8015706223358455,38.0,0.3122964681573366,67,Time Limit,-1573.6730761525341,-75.77760741883158,0.0,35,11,23,0,35,oracle_v3,Oracle v3,-45.67263309609613
9,9,oracle_v3,120,345742.9319763515,24722618.702545986,77.17705466068101,82.63870555115285,1.0707678067592072,79,0.4747429450578612,30.5,0.3143478226000702,99,Time Limit,-1596.73501035434,-70.67362147943344,0.0,32,11,20,1,31,oracle_v3,Oracle v3,-49.98293443219912
10,10,oracle_v3,120,2440763.8130868017,87525104.13282356,419.5664596994946,894.88182143202,2.1328726373241556,80,0.5252789947049405,25.5,0.4066005172620744,89,Time Limit,-1507.0632677423796,-40.88152284153525,0.0,34,11,22,0,34,oracle_v3,Oracle v3,-43.064685162863725
11,11,oracle_v3,120,310623.8041352775,6616443.926284252,32.98417452744544,133.5949694161972,4.050274755399308,66,1.0718186604036979,40.5,0.31701488009480444,82,Time Limit,-1555.6168221886412,-88.60295452710224,0.0,31,11,19,2,29,oracle_v3,Oracle v3,-61.37365601242627
12,12,oracle_v3,120,1703329.244500819,199080447.47624007,134.3651431375116,164.13460576907076,1.2215564389425952,72,0.8370862531538332,17.5,0.4405379008098294,38,Time Limit,-1297.2854133331339,-24.596619088276984,0.0,29,11,17,1,28,oracle_v3,Oracle v3,-23.254136127986968
13,13,oracle_v3,120,3104359.229987941,115274326.09216484,421.6095008320433,684.343909548894,1.623170038147495,81,1.2948641784715105,20.0,0.4229864676008848,94,Time Limit,-1532.0984087671438,-34.19529674401256,0.0,25,11,13,1,24,oracle_v3,Oracle v3,-36.151046637291095
14,14,oracle_v3,120,854570.612499989,70280127.4559391,559.1577677383698,616.245134636077,1.1020952764880811,64,0.9258628301408492,37.5,0.32986087760127747,84,Time Limit,-1662.794961052156,-41.5454367676286,0.0,30,11,18,0,30,oracle_v3,Oracle v3,-33.735833306051674
15,15,oracle_v3,120,2914784.2049641446,127758388.51021376,118.34938367333751,255.0046420620078,2.154676552992112,68,0.6834004654703412,20.5,0.4272217973526391,56,Time Limit,-1326.3003281399638,-33.95886613179791,0.0,26,11,14,0,26,oracle_v3,Oracle v3,-30.878822351105825
16,16,oracle_v3,120,7868378.887371019,215757806.7799621,522.1917071323879,583.2677099675969,1.1169608823751864,85,0.8825264085547955,25.0,0.47377536082741417,72,Time Limit,-1264.818182331589,-26.952187139862364,0.0,28,11,16,1,27,oracle_v3,Oracle v3,-28.19475963891822
17,17,oracle_v3,120,1903109.8949180197,97397658.37665747,630.2146119475132,1145.3157062231526,1.8173423537163862,60,1.2721613529373095,30.5,0.38773623337712254,83,Time Limit,-1626.7029105133759,-33.57472405123969,0.0,25,11,13,2,23,oracle_v3,Oracle v3,-31.80248130408434
18,18,oracle_v3,120,3506213.1134353075,221527769.70226008,214.04019375338885,228.3518400279057,1.0668642932131072,90,2.7611349364520064,12.5,0.5811630864624961,20,Time Limit,-937.9599377618358,-23.60376742112516,0.0,25,11,13,1,24,oracle_v3,Oracle v3,-23.559219535948543
19,19,oracle_v3,120,4687938.335130944,126157446.98350318,242.1148546050219,691.3963267512213,2.8556543045619494,107,0.7610403163387518,27.0,0.4438655722587243,96,Time Limit,-1337.5693781391512,-37.43075226543231,0.0,28,11,16,1,27,oracle_v3,Oracle v3,-43.72756124944609
20,20,oracle_v3,120,802422.1480590192,84024942.16745296,435.5536652245717,858.6032926860496,1.9712916254380577,57,0.8374351579886019,33.0,0.3375200828420526,60,Time Limit,-1639.30384736587,-36.124251170776766,0.0,27,11,15,1,26,oracle_v3,Oracle v3,-29.88663175682844
21,21,oracle_v3,120,388772.19818479236,66951923.29429689,118.10147983356637,247.87171818458572,2.09880281376573,62,1.2423822757097605,20.0,0.32184218524440616,70,Time Limit,-1617.8259444080263,-48.26571055787682,0.0,31,11,19,1,30,oracle_v3,Oracle v3,-30.785089841017403
22,22,oracle_v3,120,5340513.562425116,158686729.763678,323.11326690415024,586.2670346211239,1.8144319490138323,89,0.4567872688165678,24.5,0.4523542959139193,83,Time Limit,-1356.1811440198878,-30.37547372492673,0.0,29,11,17,0,29,oracle_v3,Oracle v3,-31.70908927756698
23,23,oracle_v3,120,1316839.9148776126,84259073.6326233,1637.882343718494,1606.6125399438527,0.9809083943699831,66,1.2674115270222557,34.5,0.36349512998067707,80,Time Limit,-1594.1812501867,-37.40369740931178,0.0,25,11,13,0,25,oracle_v3,Oracle v3,-32.10566776721183
24,24,oracle_v3,120,1748850.345441258,116616807.61403866,155.35202964781496,220.4385867615445,1.4189617429606913,66,0.8577762752764508,25.5,0.40852261439560433,59,Time Limit,-1359.7139663182422,-32.74136668615324,0.0,32,11,20,0,32,oracle_v3,Oracle v3,-32.68914717072778
25,25,oracle_v3,120,7473206.805265643,198400797.8184897,482.9905909569911,783.2811115976335,1.621731616025171,101,1.1297404023500073,32.0,0.4692330182505155,88,Time Limit,-1258.8549084719605,-28.96679908562199,0.0,35,11,23,0,35,oracle_v3,Oracle v3,-31.60630936122225
26,26,oracle_v3,120,293857.0803551333,23005267.35539392,322.3371799205571,488.01532658774363,1.5139901847748976,72,0.697636653750688,39.0,0.31920516871562665,90,Time Limit,-1647.290565317205,-74.62806829649617,0.8333333333333334,33,11,21,2,31,oracle_v3,Oracle v3,-48.71372730660606
27,27,oracle_v3,120,775631.9451109071,28943572.77865041,113.22863989990763,234.5953217340693,2.0718726458380843,82,1.5943640386863236,27.0,0.31528257795995296,87,Time Limit,-1452.1761667261603,-60.621614636610715,0.0,29,11,17,1,28,oracle_v3,Oracle v3,-50.189921824317054
28,28,oracle_v3,120,5392738.921976666,157782665.09356618,814.496855758331,1518.5518169255038,1.8644047625103082,84,1.0479884761878644,20.5,0.4536016229690955,80,Time Limit,-1365.2077922625938,-30.678306865653614,0.0,25,11,13,1,24,oracle_v3,Oracle v3,-35.15222330939348
29,29,oracle_v3,120,1988205.7598110621,119824560.1375702,1032.9802606005258,1343.7410713771499,1.3008390601732918,61,0.8073999283754971,33.5,0.39872297910940635,85,Time Limit,-1653.5809063221755,-30.705250291672908,0.0,30,11,18,1,29,oracle_v3,Oracle v3,-30.218206280510717
30,30,oracle_v3,120,831237.0641169335,33615918.62037831,26.761313327445293,64.61647996718207,2.414548164230568,81,0.5815323057335864,29.5,0.32689619425160243,107,Time Limit,-1571.0850439308954,-59.16453573389858,0.0,39,11,27,1,38,oracle_v3,Oracle v3,-54.65691968446158
31,31,oracle_v3,120,4214539.888316123,130948644.94668111,321.9621966347552,771.1810315341479,2.3952533545700763,91,1.86205256914445,15.5,0.44037226723411627,70,Time Limit,-1319.9720123158247,-33.282217843309105,0.0,22,11,10,1,21,oracle_v3,Oracle v3,-35.588529460329
32,32,oracle_v3,120,225146.89479723107,4330045.552150345,161.1442049474732,458.1624321440191,2.843182801971454,60,0.8607362820771438,45.5,0.3107684911651898,78,Time Limit,-1656.7412259464622,-99.75041848185575,0.0,40,11,28,2,38,oracle_v3,Oracle v3,-61.636396329704
33,33,oracle_v3,120,521144.69069408195,31775228.506137926,22.28121485053401,121.38398816014103,5.447817319405806,79,1.1751295759949456,25.0,0.3130432786271488,92,Time Limit,-1581.4462248328964,-63.42443753867188,0.0,32,11,20,1,31,oracle_v3,Oracle v3,-45.691158652070875
34,34,oracle_v3,120,4220922.843470125,130728313.4445259,374.7109128341855,952.6892380628806,2.542464618543037,91,0.875641270424999,23.5,0.43707582647218784,79,Time Limit,-1343.2977984703507,-33.12692689912904,0.0,28,11,16,1,27,oracle_v3,Oracle v3,-33.69775047098611
35,35,oracle_v3,120,284661.5241939452,13937461.931057066,71.2963060212951,359.98037757734323,5.049074737053315,78,0.6537287545935437,43.5,0.32017465472753615,93,Time Limit,-1637.5636304116963,-84.69052524164393,0.0,36,11,24,2,34,oracle_v3,Oracle v3,-54.495442678280675
36,36,oracle_v3,120,5465115.445871017,216907743.54334944,632.8048106743078,254.18441438948508,0.4016790171342563,76,0.8231743817098863,23.0,0.480654071130983,40,Time Limit,-1137.206271071674,-23.673583076963236,0.0,29,11,17,1,28,oracle_v3,Oracle v3,-23.942950289897098
37,37,oracle_v3,120,3399473.987521114,83520436.02721211,98.01805151134691,673.075065203293,6.866848043040067,102,0.914938958481565,25.0,0.4190310804519554,109,Time Limit,-1457.7505476858096,-45.5780131543679,0.0,29,11,17,1,28,oracle_v3,Oracle v3,-48.29871545596883
38,38,oracle_v3,120,1419845.0224190864,59697390.63910557,161.06970040982554,397.0912026368761,2.4653376868928034,83,1.5311363444572166,34.5,0.36383988652184074,78,Time Limit,-1457.4589817494655,-46.70004632074384,0.0,28,11,16,2,26,oracle_v3,Oracle v3,-43.77923138071563
39,39,oracle_v3,120,20432.115483379308,-318272.48774948006,0.0,174.57308083823267,0.0,59,0.9702126016660926,27.5,0.31235694508937545,85,Bankruptcy,-1809.160500129262,-423.83624822443755,0.0,50,11,38,2,48,oracle_v3,Oracle v3,-55.29736717658604
40,40,oracle_v3,120,3251780.692380301,138077633.255755,2640.0062892218366,1366.2747607180602,0.5175270855588684,78,0.840201805183445,27.5,0.43383675051283754,96,Time Limit,-1545.6267554849744,-31.582288492692943,0.0,33,11,21,1,32,oracle_v3,Oracle v3,-33.88556133641319
41,41,oracle_v3,120,1192474.5190092293,72113781.79641904,1056.8912080310222,2046.4742110968798,1.9363149163757742,63,1.2477045962302062,33.0,0.35359156497552774,65,Time Limit,-1591.9587231181329,-39.96049296436124,0.0,26,11,14,1,25,oracle_v3,Oracle v3,-34.63092395816016
42,42,oracle_v3,120,600586.0184271197,81395112.97373714,281.6859408384275,478.14032499575956,1.6974234623587996,59,1.2691042381897464,21.5,0.3395359199390814,92,Time Limit,-1679.7707801283057,-41.38504644597001,0.0,34,11,22,2,32,oracle_v3,Oracle v3,-32.06825797181086
43,43,oracle_v3,120,2757219.891008204,105826454.69187045,263.17668826272984,580.2265184863903,2.2047033204823556,82,0.8710199339320741,30.5,0.42142630702491224,72,Time Limit,-1407.858283122138,-37.3375897011075,0.0,36,11,24,2,34,oracle_v3,Oracle v3,-36.62192827892343
44,44,oracle_v3,120,199919.72796507663,33087085.27769715,644.373502731982,342.8687603280452,0.5320963057518159,66,1.0995691423159972,39.0,0.31645434965066316,88,Time Limit,-1737.5157772465705,-74.40912372754853,0.0,37,11,25,1,36,oracle_v3,Oracle v3,-40.73616399080557
45,45,oracle_v3,120,393374.1304974643,101005367.78019522,130.98858394288067,164.40350192891708,1.255097940448058,65,0.8949592497310751,22.5,0.35892990813958464,43,Time Limit,-1429.9993409638494,-41.27952180834877,0.0,31,11,19,1,30,oracle_v3,Oracle v3,-25.723561728441965
46,46,oracle_v3,120,5350341.859900156,135183379.56967732,239.31784502299985,900.8441371054113,3.764216316668048,103,0.7358808442541658,32.5,0.4488314321122591,96,Time Limit,-1329.3807671411867,-35.60460104417641,0.0,34,11,22,1,33,oracle_v3,Oracle v3,-40.18732156745329
47,47,oracle_v3,120,220893.43173600268,20708859.40885682,183.18187413293415,438.78296426693817,2.395340512503522,74,0.992629752524676,33.0,0.3116674805379451,68,Time Limit,-1504.9009868060982,-86.7438737732963,0.0,27,11,15,1,26,oracle_v3,Oracle v3,-42.27601818679973
48,48,oracle_v3,120,5408118.506539772,172906686.70897704,404.51207393646166,703.6318631578663,1.739458247341187,83,2.1407421227520036,17.5,0.4558281402040153,78,Time Limit,-1223.1499374173393,-28.764705392462623,0.0,26,11,14,1,25,oracle_v3,Oracle v3,-30.69279525505706
49,49,oracle_v3,120,4131203.9407920786,129331798.12751488,767.8869007350414,864.8123265121313,1.1262235697526686,79,1.128471412193194,22.0,0.4374836850285606,72,Time Limit,-1388.5318574640244,-32.716507419677406,0.0,25,11,13,1,24,oracle_v3,Oracle v3,-34.05975610980171
